,MC_frame,rmf_frame_index,Total_Score,XLs_Trnka,XLs_Chen,XLs_psi_Trnka,XLs_psi_Chen,CR_Rpb9,CR_Rpb5,CR_Rpb10,CR_Rpb3,CR_Rpb8,CR_Rpb7,CR_Rpb12,CR_Rpb11,CR_Rpb6,CR_Rpb1,CR_Rpb4,CR_Rpb2,EV_sum,GaussianEMRestraint_None,GaussianEMRestraint_None_CCC,GaussianEMRestraint_sigma_None,traj,rmf3_file,XLs_sum,CR_sum,half
4400,4400.0,4400.0,603.6097906088934,89.23533443886552,54.314747168372975,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.11815498781298545,0.0,0.0,0.0,0.0,0.0,0.9081814195324907,0.0,1.9402891512119802,307.28182676061687,152.58384540472034,0.1549720939839086,1.0,example2,example2/rmfs//0.rmf3,140.7774928849987,2.9666255585574564,B
4401,4401.0,4401.0,594.4681799276228,86.91758646349281,53.24096053929215,-1.3862943611198906,-1.3862943611198906,0.14787758348548266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1163749531909855,0.0,0.8564605259598415,305.6278328174133,149.33367576702804,0.16114597916398485,1.0,example2,example2/rmfs//0.rmf3,137.38595828054517,2.1207130626363098,B
4402,4402.0,4402.0,595.2989281181048,87.3259413553718,54.165016309407854,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.2240309403393132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8748773237150549,305.5696446221385,148.91200628937196,0.16184738872076454,1.0,example2,example2/rmfs//0.rmf3,138.71836894253985,2.098908264054368,B
4403,4403.0,4403.0,592.5707724245628,85.79980837287606,53.04126225843417,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2688976617134236,0.0,0.17135927228262582,306.5772203627919,146.48481321870452,0.16694920377095748,1.0,example2,example2/rmfs//0.rmf3,136.06848190907044,3.440256933996049,B
4404,4404.0,4404.0,593.1204929549763,88.97332812559638,55.213622201551814,-1.3862943611198906,-1.3862943611198906,0.007137805297181016,0.0,0.0,0.0,0.0,0.0,0.0,1.2140427838984549,0.0,0.9701015621037725,0.0,0.17135927228262582,301.3891580101749,147.954331916311,0.16386083908427865,1.0,example2,example2/rmfs//0.rmf3,141.4143616049084,2.3626414235820343,B
4405,4405.0,4405.0,592.1060189152572,86.20131764338844,54.57639900959751,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.9425124851558064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.593315140545546,297.5804848944153,150.98457846439436,0.1579135991629014,1.0,example2,example2/rmfs//0.rmf3,138.00512793074614,5.535827625701353,B
4406,4406.0,4406.0,588.5930062623024,83.76828017360594,53.289446195043155,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14916793351854396,1.334382862400384,0.0,0.0,309.7771542284192,143.04716359155495,0.1742383434179392,1.0,example2,example2/rmfs//0.rmf3,134.2851376464093,1.4835507959189278,B
4407,4407.0,4407.0,584.4007622409256,85.12998702525844,52.06392319890825,-1.3862943611198906,-1.3862943611198906,0.8269246539274426,0.0,0.0,0.011404726746154876,0.003944763392528793,0.0,0.0,0.0,1.4187902176910079,1.7950602385810326,0.0,0.16925665098112094,296.7294332237606,149.02462626391883,0.16156374047813074,1.0,example2,example2/rmfs//0.rmf3,134.4213215019269,4.2253812513192885,B
4408,4408.0,4408.0,585.7052358139704,84.02758470382207,52.860099537581625,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.9966969681003534,0.0,0.0,0.0,1.2178917743110138,0.0,0.8334980319468069,0.0,0.20516573992128928,298.3244064317517,150.01248134877537,0.15961874057165562,1.0,example2,example2/rmfs//0.rmf3,134.1150955191639,3.2532525142794633,B
4409,4409.0,4409.0,602.3466866436569,86.10686873234901,53.36167967106017,-1.3862943611198906,-1.3862943611198906,0.002185873611215092,2.935479721121525,0.0,0.0928236685180677,0.0,0.0,0.0,0.0,1.5304748202581266,2.1742340122724446,0.0,0.0,315.65090106907144,143.26462779763466,0.17383165309017273,1.0,example2,example2/rmfs//0.rmf3,136.6959596811694,6.73519809578138,B
