,MC_frame,rmf_frame_index,Total_Score,XLs_Trnka,XLs_Chen,XLs_psi_Trnka,XLs_psi_Chen,CR_Rpb1,CR_Rpb7,CR_Rpb9,CR_Rpb10,CR_Rpb12,CR_Rpb4,CR_Rpb11,CR_Rpb2,CR_Rpb3,CR_Rpb5,CR_Rpb6,CR_Rpb8,EV_sum,GaussianEMRestraint_None,GaussianEMRestraint_None_CCC,GaussianEMRestraint_sigma_None,traj,rmf3_file,XLs_sum,CR_sum,half
4400,4400.0,4400.0,614.2868385768032,94.91112870049948,63.09152167012572,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005903656858971094,0.0,0.0,0.5924455235992345,0.7618247049250242,308.1956392173053,149.50096382572926,0.16103295565773498,1.0,example3,example3/rmfs//0.rmf3,155.2300616483854,1.36017388538323,A
4401,4401.0,4401.0,601.969052264674,94.61936139707812,62.02551246187415,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050418310462648275,0.0,0.0,0.0,0.0,297.0455735355629,151.00077528193606,0.15814603692513882,1.0,example3,example3/rmfs//0.rmf3,153.8722851367125,0.050418310462648275,A
4402,4402.0,4402.0,608.7960732019487,90.20456957926845,61.220841878281135,-1.3862943611198906,-1.3862943611198906,1.9407355468752687,0.0,0.1786954991084659,0.0,0.0,0.0,0.0,4.428120753918762,0.26365104817070223,0.0,1.5447839819651519,2.366439438605436,297.83963047585615,151.58119372213903,0.15715696340213156,1.0,example3,example3/rmfs//0.rmf3,148.6528227353098,10.722426268643787,A
4403,4403.0,4403.0,602.6341120195432,91.34144441467865,59.46200242512416,-1.3862943611198906,-1.3862943611198906,3.1845824514476933,0.0,0.12409395214985514,0.0,0.0,0.0,0.0,1.6461130106560855,0.0,0.0,0.0,0.0,297.2515855590463,152.3968789286802,0.15550127514452383,1.0,example3,example3/rmfs//0.rmf3,148.030858117563,4.954789414253634,A
4404,4404.0,4404.0,617.0732650895159,93.08862326485655,58.843891897548005,-1.3862943611198906,-1.3862943611198906,3.898829059801507,0.0,0.0,0.0,0.0,0.0,0.0,1.0477071839938583,0.0,0.0,0.1842990680430192,0.0,303.61564412279546,159.16685921471728,0.14306451818998847,1.0,example3,example3/rmfs//0.rmf3,149.15992644016478,5.130835311838385,A
4405,4405.0,4405.0,616.2450611236532,91.9426423095974,59.91829428872231,-1.3862943611198906,-1.3862943611198906,3.6428296815100367,0.0,0.4615653059382181,0.0,0.0,0.0,0.0,0.005398540114892204,0.061904793920443735,0.0,2.852542832586644,0.0,305.4812392937263,154.65123279977675,0.15148342450219873,1.0,example3,example3/rmfs//0.rmf3,149.08834787607992,7.024241154070234,A
4406,4406.0,4406.0,624.5960342852393,93.00704752093192,59.724254615705966,-1.3862943611198906,-1.3862943611198906,0.20674715939334523,0.0,0.016482737130838095,0.0,0.0,0.0,0.1595430033584853,1.3161707035058643,0.0,0.0,0.0,1.4582347753548088,315.04304759952686,156.437094892571,0.14805988288722108,1.0,example3,example3/rmfs//0.rmf3,149.9587134143981,3.1571783787433416,A
4407,4407.0,4407.0,604.4736218485446,91.09308998668952,60.593744907961934,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.14319645442254,156.41617922171037,0.14779483286497572,1.0,example3,example3/rmfs//0.rmf3,148.91424617241165,0.0,A
4408,4408.0,4408.0,611.6101256515038,89.66099830316337,60.53077962166234,-1.3862943611198906,-1.3862943611198906,0.8159126332580914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03133855837322609,0.6701532753579621,1.6951383172646974,304.456846450799,156.52154721386492,0.1475413730464845,1.0,example3,example3/rmfs//0.rmf3,147.41918920258593,3.2125427842539773,A
4409,4409.0,4409.0,618.8637536738411,95.4503041103482,62.271288674032895,-1.3862943611198906,-1.3862943611198906,1.7318334816415701,0.0,0.0,0.0,0.0,0.0,0.0,0.15421345675044695,0.0,0.0,0.0,0.35110915778736485,304.82212647168154,156.85546704383884,0.14700099978112618,1.0,example3,example3/rmfs//0.rmf3,154.9490040621413,2.237156096179382,A
4410,4410.0,4410.0,614.662432317255,92.10682863545486,59.93345922367369,-1.3862943611198906,-1.3862943611198906,0.7853646555426687,0.0,0.0,0.0,0.0,0.0,0.8059112982197809,0.4520674580358962,0.0,0.0,0.0,0.2910334691771943,299.3223523716777,163.73800392771295,0.13483597246541176,1.0,example3,example3/rmfs//0.rmf3,149.26769913688875,2.3343768809755403,A
4411,4411.0,4411.0,605.3225467840417,91.86010721169586,59.430679165188394,-1.3862943611198906,-1.3862943611198906,0.40085748533670396,0.0,0.0,0.0,0.0,0.0,1.1186105578590577,0.45025919149048027,0.0,0.0,1.1725910426552193,0.0,300.95196233519226,152.71006851686352,0.15485952593617422,1.0,example3,example3/rmfs//0.rmf3,148.51819765464447,3.1423182773414613,A
4412,4412.0,4412.0,601.7937357632422,93.00664277034174,60.84953335742726,-1.3862943611198906,-1.3862943611198906,1.6457883620207674,0.0,0.0,0.0,0.2773055572722844,0.0,0.0,0.0,0.0,0.5090823163074064,0.0,0.0,298.11651348673666,150.1614586353759,0.15977748388128057,1.0,example3,example3/rmfs//0.rmf3,151.08358740552922,2.4321762356004584,A
4413,4413.0,4413.0,607.9028665171563,94.40423014177256,60.1217113218286,-1.3862943611198906,-1.3862943611198906,1.633754214589111,0.0,0.04196473814595785,0.0,0.0,0.0,0.0,0.8880320164005338,0.006534364366858338,0.0,0.0,0.0,302.72894173334635,150.85028670894621,0.1585248771082805,1.0,example3,example3/rmfs//0.rmf3,151.75335274136137,2.570285333502461,A
4414,4414.0,4414.0,603.1331621633949,92.8203192530009,60.86032071492091,-1.3862943611198906,-1.3862943611198906,0.0003660714727737362,0.0,0.0,0.0,0.0,0.0,0.0,0.8453957265711397,0.0,0.0,0.0,0.0,298.00265402730054,153.3766950923685,0.15364846656802317,1.0,example3,example3/rmfs//0.rmf3,150.90805124568203,0.8457617980439135,A
4415,4415.0,4415.0,610.9253605016054,95.27837436361006,64.00878720119789,-1.3862943611198906,-1.3862943611198906,0.6078597227016942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.8492798994212,152.9536480369144,0.15461905658461886,1.0,example3,example3/rmfs//0.rmf3,156.51457284256816,0.6078597227016942,A
4416,4416.0,4416.0,611.321581235015,97.39042523877936,62.82934561160665,-1.3862943611198906,-1.3862943611198906,0.6945914966755092,0.0,0.0,0.0,0.0,0.0,0.0,0.4245134827025999,0.0,0.07487530053151809,0.0,0.0,298.69931145700644,153.9811073699526,0.15261148923940224,1.0,example3,example3/rmfs//0.rmf3,157.4471821281462,1.1939802799096273,A
