,MC_frame,rmf_frame_index,Total_Score,XLs_Trnka,XLs_Chen,XLs_psi_Trnka,XLs_psi_Chen,CR_Rpb9,CR_Rpb5,CR_Rpb10,CR_Rpb3,CR_Rpb8,CR_Rpb7,CR_Rpb12,CR_Rpb11,CR_Rpb6,CR_Rpb1,CR_Rpb4,CR_Rpb2,EV_sum,GaussianEMRestraint_None,GaussianEMRestraint_None_CCC,GaussianEMRestraint_sigma_None,traj,rmf3_file,XLs_sum,CR_sum,half
4200,4200.0,4200.0,644.6330955822302,98.79724721975155,63.3017740844545,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.6940130950235636,0.0,0.0,0.0,0.0,4.314631020111599,0.0,1.365959448173835,309.2805651059031,169.65149433105177,0.1254318837773606,1.0,example5,example5/rmfs//0.rmf3,159.32643258196626,6.374603563308997,A
4201,4201.0,4201.0,613.236734119298,94.96788550620857,62.50279834099683,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12767079481944887,0.0,0.6660258874671771,298.65149518049844,159.09344713154738,0.14340273896194702,1.0,example5,example5/rmfs//0.rmf3,154.69809512496562,0.7936966822866259,A
4202,4202.0,4202.0,620.1786873059256,92.64940639983062,62.06923658312453,-1.3862943611198906,-1.3862943611198906,0.21064078483713625,0.0,0.0,1.3296903071179815,0.0,0.0,0.0,0.6705123159350513,0.0,0.34597992223002977,0.0,1.6983284142185886,306.8765492576837,157.10093204318775,0.14707107146225878,1.0,example5,example5/rmfs//0.rmf3,151.94605426071536,4.255151744338788,A
4203,4203.0,4203.0,619.6771729410918,93.8280812669721,62.722094069285085,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17299987024678565,0.061708120134958674,0.0,0.0,304.6254259540122,161.0394523826805,0.1401273885025851,1.0,example5,example5/rmfs//0.rmf3,153.7775866140174,0.23470799038174434,A
4204,4204.0,4204.0,613.2331331940193,92.13099076306057,61.705668736145086,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6069085632894554,0.0,0.6726619113553968,302.66026898801766,158.22922295439096,0.14506052785739706,1.0,example5,example5/rmfs//0.rmf3,151.06407077696588,1.2795704746448522,A
4205,4205.0,4205.0,615.3401044773801,92.16045184786435,62.14033662446207,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.8944502355146866,0.0,0.0,0.8195328782192389,0.0,0.34383755640007707,303.11987061483967,157.63421344231983,0.14615099775095008,1.0,example5,example5/rmfs//0.rmf3,151.52819975008663,3.057820670134003,A
4206,4206.0,4206.0,616.0342777226052,94.32116639669196,62.70080465885171,-1.3862943611198906,-1.3862943611198906,0.0,0.3042117202060772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013170744849191787,0.0,4.228132435275703,299.4568143362417,157.79441982309297,0.1458538282112176,1.0,example5,example5/rmfs//0.rmf3,154.24938233330388,4.533661229966699,A
4207,4207.0,4207.0,613.8273070293618,95.29819486863686,62.81642045928334,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.014739764865442354,0.0,0.0,0.0,0.0,0.0,1.5553727149306251,0.0,0.03638749787679462,299.4064750434462,157.47230540256228,0.14645931219859057,1.0,example5,example5/rmfs//0.rmf3,155.34202660568042,1.6064999776728621,A
4208,4208.0,4208.0,609.5746141430319,92.08255028776767,62.880095925696196,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.039920193278090634,0.0,0.0,0.0,0.0,0.0,0.0,0.035178520695405,0.0,1.9199982686389583,300.5207408514463,154.86871881774906,0.1513504410285239,1.0,example5,example5/rmfs//0.rmf3,152.19005749122408,1.9950969826124538,A
4209,4209.0,4209.0,612.1408832525144,93.23444110946193,61.404243946663115,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521453403168077,0.2415257798246423,0.0,0.8036918991993991,303.4757071026981,155.10171679659027,0.151000858481731,1.0,example5,example5/rmfs//0.rmf3,151.86609633388525,1.697363019340849,A
4210,4210.0,4210.0,614.3229450767287,92.54588357529596,59.86419531399152,-1.3862943611198906,-1.3862943611198906,1.0110574640464174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.227501845111387,0.0,3.0612736878599436,300.07967934620376,157.30594256645955,0.14682599061287896,1.0,example5,example5/rmfs//0.rmf3,149.6374901670477,7.299832997017747,A
4211,4211.0,4211.0,607.5178441290964,91.00101157231948,62.44511851204262,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.3633992637480628,0.0,0.0,0.0,0.0,0.48638648248940985,296.6088117538977,158.38570526683893,0.14487252578224868,1.0,example5,example5/rmfs//0.rmf3,150.6735413621223,1.8497857462374725,A
4212,4212.0,4212.0,618.0935767502954,93.49593499540411,64.06744140168418,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.6700657431248274,0.0,0.0,0.0,0.20154740130800342,0.0,1.6287755729460915,0.0,2.4788399912116152,296.42567740117823,161.89788296567804,0.13865174462321816,1.0,example5,example5/rmfs//0.rmf3,154.7907876748485,4.979228708590538,A
4213,4213.0,4213.0,606.954926941931,93.14143797397907,61.38533973761143,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3075322626051948,296.3973136246122,157.4958920653629,0.14656708186659032,1.0,example5,example5/rmfs//0.rmf3,151.75418898935072,1.3075322626051948,A
4214,4214.0,4214.0,609.7388537743634,92.69140602058563,62.111721914515826,-1.3862943611198906,-1.3862943611198906,0.0,1.568768867666937,0.0,0.0,0.3346874115479553,0.0,0.0,0.0,0.0,0.5543063724818018,0.0,0.12761938309460996,296.4831604595514,158.63977206715904,0.14444273141659952,1.0,example5,example5/rmfs//0.rmf3,152.03053921286167,2.5853820347913037,A
4215,4215.0,4215.0,616.6000513422678,92.77103508474373,61.46818644899292,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3805655573083438,0.8007740759229998,0.0,0.0,306.35574335242666,157.59633554511294,0.14613190999916847,1.0,example5,example5/rmfs//0.rmf3,151.46663281149685,1.1813396332313435,A
4216,4216.0,4216.0,613.9063797750648,93.61391014854676,61.8000781751434,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.48881924515986164,0.0,1.198725330186487,0.23487158401128913,0.0,0.08994730311546381,300.08114083477767,159.17147587636364,0.1434419903262972,1.0,example5,example5/rmfs//0.rmf3,152.64139960145036,2.0123634624731017,A
4217,4217.0,4217.0,614.4670709452533,93.42526336467543,60.44151647152415,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.12973715769096128,0.0,0.0,0.0,0.0,0.0,0.0,1.8348120113054927,0.0,0.0066402588662105915,303.6119870713854,157.78970333204546,0.14583642188110507,1.0,example5,example5/rmfs//0.rmf3,151.0941911139598,1.9711894278626647,A
