,MC_frame,rmf_frame_index,Total_Score,XLs_Trnka,XLs_Chen,XLs_psi_Trnka,XLs_psi_Chen,CR_Rpb1,CR_Rpb7,CR_Rpb9,CR_Rpb10,CR_Rpb12,CR_Rpb4,CR_Rpb2,CR_Rpb3,CR_Rpb5,CR_Rpb6,CR_Rpb8,CR_Rpb11,EV_sum,GaussianEMRestraint_None,GaussianEMRestraint_None_CCC,GaussianEMRestraint_sigma_None,traj,rmf3_file,XLs_sum,CR_sum,half,cluster,frame_RMF3
4400,4400.0,4400.0,603.6097906088934,89.23533443886552,54.314747168372975,-1.3862943611198906,-1.3862943611198906,0.9081814195324907,0.0,0.0,0.0,0.0,0.0,1.9402891512119802,0.11815498781298545,0.0,0.0,0.0,0.0,307.28182676061687,152.58384540472034,0.1549720939839086,1.0,example2,example2/rmfs//0.rmf3,140.7774928849987,2.9666255585574564,B,1,h2_example2_4400.rmf3
4401,4401.0,4401.0,594.4681799276228,86.91758646349281,53.24096053929215,-1.3862943611198906,-1.3862943611198906,1.1163749531909855,0.0,0.14787758348548266,0.0,0.0,0.0,0.8564605259598415,0.0,0.0,0.0,0.0,0.0,305.6278328174133,149.33367576702804,0.16114597916398485,1.0,example2,example2/rmfs//0.rmf3,137.38595828054517,2.1207130626363098,B,1,h2_example2_4401.rmf3
4402,4402.0,4402.0,595.2989281181048,87.3259413553718,54.165016309407854,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.8748773237150549,0.2240309403393132,0.0,0.0,0.0,0.0,305.5696446221385,148.91200628937196,0.16184738872076454,1.0,example2,example2/rmfs//0.rmf3,138.71836894253985,2.098908264054368,B,1,h2_example2_4402.rmf3
4403,4403.0,4403.0,592.5707724245628,85.79980837287606,53.04126225843417,-1.3862943611198906,-1.3862943611198906,3.2688976617134236,0.0,0.0,0.0,0.0,0.0,0.17135927228262582,0.0,0.0,0.0,0.0,0.0,306.5772203627919,146.48481321870452,0.16694920377095748,1.0,example2,example2/rmfs//0.rmf3,136.06848190907044,3.440256933996049,B,1,h2_example2_4403.rmf3
4404,4404.0,4404.0,593.1204929549763,88.97332812559638,55.213622201551814,-1.3862943611198906,-1.3862943611198906,0.9701015621037725,0.0,0.007137805297181016,0.0,0.0,0.0,0.17135927228262582,0.0,0.0,0.0,0.0,1.2140427838984549,301.3891580101749,147.954331916311,0.16386083908427865,1.0,example2,example2/rmfs//0.rmf3,141.4143616049084,2.3626414235820343,B,1,h2_example2_4404.rmf3
4405,4405.0,4405.0,592.1060189152572,86.20131764338844,54.57639900959751,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.9425124851558064,0.0,0.0,4.593315140545546,0.0,0.0,0.0,0.0,0.0,297.5804848944153,150.98457846439436,0.1579135991629014,1.0,example2,example2/rmfs//0.rmf3,138.00512793074614,5.535827625701353,B,1,h2_example2_4405.rmf3
4406,4406.0,4406.0,588.5930062623024,83.76828017360594,53.289446195043155,-1.3862943611198906,-1.3862943611198906,1.334382862400384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14916793351854396,0.0,0.0,309.7771542284192,143.04716359155495,0.1742383434179392,1.0,example2,example2/rmfs//0.rmf3,134.2851376464093,1.4835507959189278,B,1,h2_example2_4406.rmf3
4412,4412.0,4412.0,593.7053009668464,87.5906937860904,54.775730182954156,-1.3862943611198906,-1.3862943611198906,0.05693447942700102,0.0,1.4395507030450274,0.0,0.0,0.0,2.0817101875794104,0.0,0.0,0.0,0.666436874545398,0.0,300.8251339780967,149.0416994973481,0.16159190339744775,1.0,example2,example2/rmfs//0.rmf3,139.59383524680476,4.244632244596836,B,1,h2_example2_4412.rmf3
4413,4413.0,4413.0,592.4117993409272,87.31189669141146,56.01023037831962,-1.3862943611198906,-1.3862943611198906,1.7925447692599976,0.0,0.0,0.0,0.0,0.0,0.00031516584256568216,0.0,0.0,1.0571206447363615,0.0,0.0,305.58076584949856,143.43151456409845,0.17329433896524254,1.0,example2,example2/rmfs//0.rmf3,140.5495383474913,2.8499805798389244,B,1,h2_example2_4413.rmf3
4416,4416.0,4416.0,595.5577412202742,87.70965709452332,54.92903691647678,-1.3862943611198906,-1.3862943611198906,4.501762010534027,0.0,0.0,0.0,0.0,0.0,0.8439113964385491,0.0,0.0,0.0,0.1494578879850467,0.0,301.3389496522667,148.8575549842896,0.16184536838206406,1.0,example2,example2/rmfs//0.rmf3,139.8661052887603,5.4951312949576225,B,1,h2_example2_4416.rmf3
